wav_file,label,transcription
Ses03F_script01_1_M031,5,i ll find out . but then after it s all over we ll thrash it out with dad right ?
Ses05M_script03_1_F000,3,do you think it s them ?
Ses01F_impro05_M025,5,it s a gift .
Ses01M_impro07_F003,1,pinch hitting softball .
Ses04F_impro04_M019,5,and you like you know you shave your legs and everything ?
Ses01M_script01_3_F021,2,you got to tell me .
Ses02F_script02_2_F021,2,no .
Ses01M_script01_1_M031,2,when i think of a family when i think of my future i see annie in the center of that and you know and if that can t happen here then i ll go somewhere else .
Ses05F_impro03_M066,1,that s what girls like right ?
Ses05M_impro04_M001,2,i don t know . there s nothing for me out there . i can t get a job . i haven t gotten a job in a year three years . what is it three years now right ? that i haven t been able to have a job .
Ses03F_impro04_M003,5,if you really want to do it i mean 
Ses02M_impro06_F001,4,oh my god . oh my god i m so sorry .
Ses05M_impro02_F015,3,are you gonna be like in tanks running around ? what i mean what does that mean ?
Ses05F_impro06_F007,2,i just i don t know .
Ses02F_impro01_M011,2,i make an exception for you and i have to make an exception for everyone . i mean i i ve seen this before and i know it s frustrating but there s nothing i can do . you just have to 
Ses01F_impro05_M035,5,or you can make a phone call . but i think a letter might be a little more in my impression letters have more . . .
Ses03M_script03_2_F039,0,you are far too temperamental . try to control yourself .
Ses05F_impro07_F021,1,it s going to be ridiculous . it s going to be so cool .
Ses01F_impro02_M009,2,i just don t see why it has to be you .
Ses03F_impro02_M005,4,what ? you can t do that . three weeks ?
Ses05F_impro03_M002,4,shut up .
Ses02F_impro01_M018,2,i when you re going to the d .m .v . you usually need pretty professional identification 
Ses02M_script03_1_F007,1,yes i should probably to a court curtsey .
Ses03M_script03_2_F012,5,it s become a habit with you .
Ses01M_script03_2_F027,0,you always had a weak head .
Ses02M_script02_2_M022,5,you want to go get some champagne ?
Ses04M_script02_1_M013,2,are you kidding ? we d miss it . we just got here . what s the point of coming down here if we just turn around and go home ?
Ses05M_impro08_M019,5,it s set to zeros . okay maybe that s our problem . that could very well be our problem there . somehow you ve lost your ip address . i m not sure why that would happen every week . it could be a cycling issue something like that . but let s go ahead and type your ip address in again .
Ses04F_script01_1_M004,2,no i figured the best thing was to leave him alone .
Ses05F_impro08_M031,1,you too thank you so much have a wonderful day .
Ses04F_script03_1_M008,1,things that ought to matter dreadfully don t matter at all when one s happy do they ?
Ses01F_script02_2_F043,1,augie you bought refreshments .
Ses01M_impro07_M013,1,oh yeah that would be . well depends on what type of car you had though too . i guess it would be worth it . helicopter . yeah helicopter . there is a helipad there right ? yeah exactly .
Ses05F_impro08_M001,2,all i want to do is put my pay for my freaking credit card and there s something wrong in my bill like i swear it says i didn t paid last month but i know i paid last month .
Ses04M_impro08_F019,4,really ?
Ses03F_impro02_F005,1,oh .
Ses02F_impro03_M006,4,what ?
Ses03M_impro06_F011,2,we re all here for you .
Ses01F_impro02_F000,2,did you get the mail ? so you saw my letter ?
Ses05M_script01_2_F010,2,i want you to pretend like he s coming back . both of you don t think i haven t noticed you and chris since she s gotten here . i don t want any nonsense .
Ses04M_impro05_M037,2,um you know i this is my bag and i need the hundred and fifty dollars . please .
Ses01M_script01_3_M001,1,you re not sorry you came ?
Ses01M_script03_2_M041,0,you re not going like this .
Ses02M_script01_2_F003,0,he s not going to marry her .
Ses01F_script01_1_F002,4,how could he see it ? i was the first one up he was still in bed .
Ses03F_impro06_F016,2,so handsome so young so gifted .
Ses04M_script01_2_M007,5,line .
Ses02F_impro02_M012,2,all right .
Ses03M_impro05b_M021,0,are you kidding me ?
Ses01M_script03_2_F003,4,presents ? it was a trivial little broach .
Ses02M_script02_1_F018,0,last year you ll also remember our shoes got wet i got sand in my panties you got a sore throat we got into a big fight over nothing and we didn t see the grunions .
Ses05M_impro02_F001,4,what ?
Ses03F_impro04_M012,5,what would you do what would you do if you didn t ? you can go to law school .
Ses05F_impro07_F036,1,let s go tomorrow .
Ses05M_impro05_M013,2,how can you lose my luggage like from like in 
Ses04M_impro02_M032,2,where i m going is not the safest place on the earth . okay .
Ses05M_impro04_F007,5,really ?
Ses03F_impro02_M004,4,when ?
Ses01M_script02_2_F045,1,i m beginning to think you might be right . i think this might be the spot after all .
Ses02F_impro02_M008,2,i don t know i don t know i don t know how i don t know how this could even be possible for you i if i was 
Ses01F_impro05_M033,4,why ? have i done something wrong ? have i given you bad service ? i feel like i have done the best i could .
Ses04M_script01_1_F023,2,now you can go on from there if you know where to go . but i m telling you i don t know where to go . see i don t know .
Ses02F_impro05_F003,4,how do you lose a suitcase ? a huge suitcase ?
Ses04F_impro01_F002,2,yes . i m just trying to get a new license .
Ses02F_impro05_F005,4,fifty dollars ? for my suitcase ? i mean the suitcase itself was like a hundred and fifty dollar just for the suitcase but all the things inside all my clothes all my personal belongings the sentimental value not to mention which is more more than all of that together .
Ses01M_impro05_M023,0,yeah it s really unfortunate you know why because i m going to get fired if i don t get that . so i need to have that back .
Ses03M_impro02_M032,4,what ?
Ses03F_impro02_M001,1,she s doing fine . she just took her first steps today actually . i videotaped it for you so you can watch it .
Ses04M_impro05_F025,2,i can write you the one check .
Ses03F_impro02_M005,4,what ? you can t do that . three weeks ?
Ses01M_impro05_M001,2,where is my bag ? come on i ve been here for four hours .
Ses05F_impro05_F036,2,so i m just supposed to oh well oops my luggage is gone and be fine with that and take your stinking fifty dollar voucher ?
Ses03M_impro08a_F033,2,okay . sara what ?
Ses02M_script03_1_F016,3,well what happens if one of us dies does the one that s left still laugh ?
Ses05M_impro02_F015,3,are you gonna be like in tanks running around ? what i mean what does that mean ?
Ses04M_script02_2_M013,2,no of course not .
Ses03M_script02_2_M006,2,there s nothing to it . the grunions arrive they do their little fish business you know ? we go oh ahh look at the fish and they go home and we go home .
Ses05M_impro02_F015,3,are you gonna be like in tanks running around ? what i mean what does that mean ?
Ses05M_impro02_M022,2,but it s gonna be fine . i m gonna be fine . you know i m good at this . i can do this . that s why i trained all this time . i m good at this . okay ?
Ses02F_impro06_M013,5,and you ll always have that and you should feel you know happy for him that he got to do so much before i mean and even after he found out last year . i mean 
Ses05M_impro07_F019,5,yeah .
Ses01M_script03_2_M013,5,oh you know no particular reason besides they are very small glasses .
Ses01M_impro01_F020,0,don t talk to me like i m a child .
Ses05F_script03_2_M018,2,oh yes it is .
Ses04M_impro01_F018,0,so go get in the other line or leave . or i will have you escorted out by security .
Ses02M_script02_2_M032,2, cause you know what you get carla you know what you get ? this .
Ses04F_script03_2_F037,0,listen ? listen indeed . i m sick and tired of listening to you . you damn sadistic bully .
Ses04F_script01_1_F001,4,how could he see it ? i was the first one up . he was still in bed .
Ses04F_script02_2_F026,2,no .
Ses04M_script02_1_M003,1,how you doing ? oh no you know what i did ? i forgot to bring my flashlight . how could i be so stupid ? i should have brought my flashlight .
Ses01F_script01_3_M025,2,it s just all mixed up with so many other things you know ? you know overseas i was in command of a company ?
Ses02M_script01_3_F026,2, cause you mustn t feel that way . because you have a right to everything you have chris . everything you understand that ? me too .
Ses04M_impro06_F007,2,how s um how s his parents doing ?
Ses01F_script03_1_M021,1,yes . yes with all of his might .
Ses05F_impro05_M035,2,well you know what it could still turn up but until then i can offer you this fifty dollar voucher .
Ses02M_impro05_M004,4,for some reason so you think it won t show up ?
Ses05M_script03_1_F000,3,do you think it s them ?
Ses04M_impro03_F007,1,yeah it is .
Ses05M_impro04_F014,5,right . maybe you have like you know a little bit of an abrasive vibe or something .
Ses03F_impro02_M004,4,when ?
Ses05F_script03_1_M006,3,oh what shall we do if they suddenly walk in on us ?
Ses03M_script02_2_F009,0,okay . twice is as many times as we ve tried and that s ever .
Ses02M_script01_1_M009,2,you know that larry is not coming back and i know it . why do we allow him to go on thinking that we believe with him ?
Ses02F_script03_2_M011,5,no particular reason . anyhow they were very small ones .
Ses01F_script01_2_F014,2,i can t help it .
Ses01F_script03_1_M000,3,good god .
Ses01F_script02_2_F006,0,don t ask me that . i hate it when you ask me that you always ask me that . it s insulting .
Ses03M_impro03_F029,4,what ?
Ses02M_impro08_F009,2,it really freaks me out when i got my bill because it was like i don t i didn t spend this . this is not my charge .
Ses03F_script01_1_M029,5,i wanted to get this settled first .
Ses05F_impro05_M049,2,i understand that ma am but things get lost . there s nothing i can do about that . things happen . accidents happen .
Ses05F_script03_2_F033,0,fine if you insist on being completely insolent .
Ses05F_impro08_M012,2,okay .
Ses02M_script03_1_M000,3,good god .
Ses03F_impro07_M017,4,shit . that s 
Ses03F_script03_1_F025,1,yeah . and that was the first time you ever hit me .
Ses05M_impro02_F002,3,what ? no you can t !
Ses02M_impro07_F002,4,oh u .s .c . ? oh my gosh that s awesome that was your top choice right ?
Ses01F_impro04_F016,2,i m there in front of them . i m telling them what i m good at .
Ses05M_script01_1b_F001,4,what do you mean ? i was the first one up he was still in bed .
Ses05F_impro03_M030,1, laughter i am sil
Ses02M_impro08_F018,3,so is there any i mean what if they spend something again ?
Ses01M_impro05_M015,5,okay .
Ses05F_impro06_F006,2,it s hard to watch when it s painful for them you know .
Ses03F_impro07_M009,4,oh really ?
Ses03F_script01_1_F022,2,well it is . i mean what do you want me to do ? you re grown up you know what s going on in your mind .
Ses02M_impro08_M018,5,okay .
Ses04M_impro04_F010,4,excuse me ?
Ses05M_script03_2_F034,0,very well . if you have to be boorish and idiotic .
Ses05F_impro04_M033,5,do they give you any specifics as to why they didn t go with you ?
Ses01M_impro06_M022,2,he was a really really good guy .
Ses02M_script03_1_M006,3,what do we do if they suddenly walk in on us ?
Ses04M_script01_1_M024,2,i don t know why it is but every time i reach out for something i want i have to pull back because other people will suffer . my whole bloody life time after time after time .
Ses04M_script02_2_M038,4,yeah ?
Ses05M_impro02_F015,3,are you gonna be like in tanks running around ? what i mean what does that mean ?
Ses05M_impro03_F001,4,what ? you did ?
Ses03M_impro03_F023,1,wait wait wait i want you to marry me ? no shouldn t you like be more like a question like would you marry me ? not like i want you to marry me . it s like a demand .
Ses03F_impro06_M007,2,you guys were pretty close weren t you ?
Ses05F_impro04_M031,5,do they seem to like you ? i mean can you get any read from them ?
Ses05M_impro07_M024,1,well i don t know . i ve got to go look for a place .
Ses02F_impro01_M012,2,no it s 
Ses03F_impro06_F013,2,his poor parents . you know it s their only son .
Ses01F_script03_1_M000,3,good god .
Ses05M_impro05_F006,5,well i mean you know that happens pretty often that sometimes baggage gets lost .
